,url,rev_count
1265,https://pypi.org/project/azure-cli-monitor/,16
1266,https://pypi.org/project/azure-cli-profile/,13
1267,https://pypi.org/project/azure-cli-redis/,6
1268,https://pypi.org/project/azure-cli-reservations/,9
1269,https://pypi.org/project/azure-cli-servicefabric/,11
1270,https://pypi.org/project/azure-common/,7
1271,https://pypi.org/project/azure-eventgrid/,4
1272,https://pypi.org/project/azure-keyvault/,4
1273,https://pypi.org/project/azure-mgmt-advisor/,3
1274,https://pypi.org/project/azure-mgmt-authorization/,2
1275,https://pypi.org/project/azure-mgmt-batch/,2
1276,https://pypi.org/project/azure-mgmt-billing/,1
1277,https://pypi.org/project/azure-mgmt-commerce/,1
1278,https://pypi.org/project/azure-mgmt-compute/,8
1279,https://pypi.org/project/azure-mgmt-containerinstance/,5
1280,https://pypi.org/project/azure-mgmt-containerregistry/,3
1281,https://pypi.org/project/azure-mgmt-datafactory/,5
1282,https://pypi.org/project/azure-mgmt-devspaces/,1
1283,https://pypi.org/project/azure-mgmt-eventgrid/,4
1284,https://pypi.org/project/azure-mgmt-hanaonazure/,4
1285,https://pypi.org/project/azure-mgmt-iotcentral/,2
1286,https://pypi.org/project/azure-mgmt-iothub/,2
1287,https://pypi.org/project/azure-mgmt-iothubprovisioningservices/,2
1288,https://pypi.org/project/azure-mgmt-loganalytics/,2
1289,https://pypi.org/project/azure-mgmt-managementgroups/,1
1290,https://pypi.org/project/azure-mgmt-managementpartner/,1
1291,https://pypi.org/project/azure-mgmt-maps/,1
1292,https://pypi.org/project/azure-mgmt-media/,2
1293,https://pypi.org/project/azure-mgmt-policyinsights/,1
1294,https://pypi.org/project/azure-mgmt-recoveryservices/,1
1295,https://pypi.org/project/azure-mgmt-redis/,1
1296,https://pypi.org/project/azure-mgmt-reservations/,4
1297,https://pypi.org/project/azure-mgmt-resource/,3
1298,https://pypi.org/project/azure-mgmt-search/,1
1299,https://pypi.org/project/azure-mgmt-servicebus/,4
1300,https://pypi.org/project/azure-mgmt-servicefabric/,1
1301,https://pypi.org/project/azure-mgmt-sql/,5
1302,https://pypi.org/project/azure-mgmt-storage/,6
1303,https://pypi.org/project/azure-mgmt-trafficmanager/,1
1304,https://pypi.org/project/azure-mgmt/,2
1305,https://pypi.org/project/azure-servicefabric/,3
1306,https://pypi.org/project/azure-storage-blob/,6
1307,https://pypi.org/project/azure-storage-common/,5
1308,https://pypi.org/project/azure-storage-file/,5
1309,https://pypi.org/project/azure/,2
1310,https://pypi.org/project/backoff/,2
1311,https://pypi.org/project/billiard/,1
1312,https://pypi.org/project/bitarray/,2
1313,https://pypi.org/project/boto/,1
1314,https://pypi.org/project/boto3/,166
1315,https://pypi.org/project/cassandra-driver/,5
1316,https://pypi.org/project/click-completion/,4
1317,https://pypi.org/project/cloudpickle/,10
1318,https://pypi.org/project/coloredlogs/,10
1319,https://pypi.org/project/cookiejar/,1
1320,https://pypi.org/project/croniter/,5
1321,https://pypi.org/project/datadog/,6
1322,https://pypi.org/project/ddt/,3
1323,https://pypi.org/project/debtcollector/,2
1324,https://pypi.org/project/dictdiffer/,1
1325,https://pypi.org/project/dj-database-url/,1
1326,https://pypi.org/project/django-debug-toolbar/,4
1327,https://pypi.org/project/django-environ/,1
1328,https://pypi.org/project/django-tables2/,23
1329,https://pypi.org/project/docker-py/,2
1330,https://pypi.org/project/elasticsearch-dsl/,6
1331,https://pypi.org/project/enum/,1
1332,https://pypi.org/project/fastavro/,41
1333,https://pypi.org/project/findspark/,2
1334,https://pypi.org/project/geoip2/,3
1335,https://pypi.org/project/geopy/,6
1336,https://pypi.org/project/google-api-core/,11
1337,https://pypi.org/project/google-auth-httplib2/,1
1338,https://pypi.org/project/google-auth-oauthlib/,1
1339,https://pypi.org/project/google-cloud-core/,1
1340,https://pypi.org/project/google-cloud-dataflow/,4
1341,https://pypi.org/project/google-cloud-dns/,1
1342,https://pypi.org/project/google-cloud-firestore/,1
1343,https://pypi.org/project/google-cloud-language/,4
1344,https://pypi.org/project/google-cloud-resource-manager/,1
1345,https://pypi.org/project/google-cloud-spanner/,7
1346,https://pypi.org/project/google-cloud-speech/,8
1347,https://pypi.org/project/google-compute-engine/,8
1348,https://pypi.org/project/google/,1
1349,https://pypi.org/project/googleads/,11
1350,https://pypi.org/project/googlemaps/,3
1351,https://pypi.org/project/greenlet/,3
1352,https://pypi.org/project/grpcio/,40
1353,https://pypi.org/project/gunicorn/,3
1354,https://pypi.org/project/html2text/,1
1355,https://pypi.org/project/html5lib/,2
1356,https://pypi.org/project/httpretty/,5
1357,https://pypi.org/project/humanfriendly/,16
1358,https://pypi.org/project/hvac/,8
1359,https://pypi.org/project/hyperlink/,1
1360,https://pypi.org/project/idna_ssl/,5
1361,https://pypi.org/project/imagesize/,2
1362,https://pypi.org/project/inflect/,4
1363,https://pypi.org/project/ipdb/,1
1364,https://pypi.org/project/ipywidgets/,17
1365,https://pypi.org/project/isort/,5
1366,https://pypi.org/project/joblib/,6
1367,https://pypi.org/project/jsonpatch/,4
1368,https://pypi.org/project/jsonpickle/,1
1369,https://pypi.org/project/kafka-python/,4
1370,https://pypi.org/project/kazoo/,1
1371,https://pypi.org/project/keystoneauth1/,11
1372,https://pypi.org/project/kubernetes/,9
1373,https://pypi.org/project/ldap3/,4
1374,https://pypi.org/project/livereload/,1
1375,https://pypi.org/project/macholib/,3
1376,https://pypi.org/project/matplotlib/,8
1377,https://pypi.org/project/maxminddb/,2
1378,https://pypi.org/project/mistune/,3
1379,https://pypi.org/project/mlflow/,12
1380,https://pypi.org/project/msgpack-python/,6
1381,https://pypi.org/project/msrest/,17
1382,https://pypi.org/project/msrestazure/,19
1383,https://pypi.org/project/multidict/,52
1384,https://pypi.org/project/mypy/,9
1385,https://pypi.org/project/newrelic/,14
1386,https://pypi.org/project/nodeenv/,3
1387,https://pypi.org/project/ntlm-auth/,2
1388,https://pypi.org/project/numpy/,11
1389,https://pypi.org/project/openstacksdk/,13
1390,https://pypi.org/project/os-client-config/,5
1391,https://pypi.org/project/os-service-types/,2
1392,https://pypi.org/project/osc-lib/,6
1393,https://pypi.org/project/oslo.i18n/,4
1394,https://pypi.org/project/oslo.log/,10
1395,https://pypi.org/project/oslo.serialization/,8
1396,https://pypi.org/project/packaging/,2
1397,https://pypi.org/project/paho-mqtt/,1
1398,https://pypi.org/project/paramiko/,13
1399,https://pypi.org/project/parso/,5
1400,https://pypi.org/project/pathspec/,4
1401,https://pypi.org/project/patsy/,1
1402,https://pypi.org/project/pefile/,2
1403,https://pypi.org/project/pexpect/,5
1404,https://pypi.org/project/pg8000/,4
1405,https://pypi.org/project/pip-tools/,10
1406,https://pypi.org/project/pkginfo/,1
1407,https://pypi.org/project/plotly/,32
1408,https://pypi.org/project/pluggy/,2
1409,https://pypi.org/project/ply/,1
1410,https://pypi.org/project/polyaxon-cli/,18
1411,https://pypi.org/project/polyaxon-client/,17
1412,https://pypi.org/project/portalocker/,2
1413,https://pypi.org/project/preshed/,1
1414,https://pypi.org/project/progressbar2/,7
1415,https://pypi.org/project/prompt_toolkit/,4
1416,https://pypi.org/project/psycopg2/,2
1417,https://pypi.org/project/ptyprocess/,1
1418,https://pypi.org/project/py4j/,1
1419,https://pypi.org/project/pyaml/,2
1420,https://pypi.org/project/pyasn1-modules/,2
1421,https://pypi.org/project/pycodestyle/,1
1422,https://pypi.org/project/pycparser/,1
1423,https://pypi.org/project/pycurl/,2
1424,https://pypi.org/project/pydocumentdb/,4
1425,https://pypi.org/project/pylint/,18
1426,https://pypi.org/project/pyodbc/,3
1427,https://pypi.org/project/pyparsing/,1
1428,https://pypi.org/project/pyperclip/,5
1429,https://pypi.org/project/pypiwin32/,1
1430,https://pypi.org/project/pytest-instafail/,1
1431,https://pypi.org/project/pytest-metadata/,3
1432,https://pypi.org/project/python-daemon/,1
1433,https://pypi.org/project/python-glanceclient/,7
1434,https://pypi.org/project/python-jose/,5
1435,https://pypi.org/project/python-magic/,1
1436,https://pypi.org/project/python-memcached/,1
1437,https://pypi.org/project/python-slugify/,2
1438,https://pypi.org/project/python-swiftclient/,2
1439,https://pypi.org/project/python_jwt/,5
1440,https://pypi.org/project/pytz/,3
1441,https://pypi.org/project/pytzdata/,4
1442,https://pypi.org/project/pyxdg/,1
1443,https://pypi.org/project/qds_sdk/,2
1444,https://pypi.org/project/qrcode/,1
1445,https://pypi.org/project/qtconsole/,2
1446,https://pypi.org/project/queuelib/,1
1447,https://pypi.org/project/reportlab/,7
1448,https://pypi.org/project/requests-file/,1
1449,https://pypi.org/project/requests-oauthlib/,1
1450,https://pypi.org/project/requestsexceptions/,1
1451,https://pypi.org/project/responses/,1
1452,https://pypi.org/project/rfc3987/,1
1453,https://pypi.org/project/rq/,6
1454,https://pypi.org/project/rsa/,1
1455,https://pypi.org/project/s2sphere/,1
1456,https://pypi.org/project/s3cmd/,1
1457,https://pypi.org/project/salesforce-bulk/,1
1458,https://pypi.org/project/scandir/,3
1459,https://pypi.org/project/schedule/,1
1460,https://pypi.org/project/schema/,2
1461,https://pypi.org/project/scikit-image/,1
1462,https://pypi.org/project/scikit-learn/,2
1463,https://pypi.org/project/scipy/,3
1464,https://pypi.org/project/scp/,1
1465,https://pypi.org/project/semver/,2
1466,https://pypi.org/project/sendgrid/,4
1467,https://pypi.org/project/simple-salesforce/,2
1468,https://pypi.org/project/slacker/,1
1469,https://pypi.org/project/smmap2/,1
1470,https://pypi.org/project/snowflake-connector-python/,26
1471,https://pypi.org/project/social-auth-app-django/,1
1472,https://pypi.org/project/sortedcontainers/,8
1473,https://pypi.org/project/spacy/,28
1474,https://pypi.org/project/supervisor/,1
1475,https://pypi.org/project/tensorflow-transform/,5
1476,https://pypi.org/project/terminado/,3
1477,https://pypi.org/project/testfixtures/,8
1478,https://pypi.org/project/text-unidecode/,2
1479,https://pypi.org/project/texttable/,5
1480,https://pypi.org/project/tomlkit/,9
1481,https://pypi.org/project/toolz/,1
1482,https://pypi.org/project/tqdm/,16
1483,https://pypi.org/project/troposphere/,10
1484,https://pypi.org/project/trueskill/,1
1485,https://pypi.org/project/twilio/,32
1486,https://pypi.org/project/uWSGI/,3
1487,https://pypi.org/project/ua-parser/,1
1488,https://pypi.org/project/uvloop/,9
1489,https://pypi.org/project/virtualenv-clone/,1
1490,https://pypi.org/project/virtualenv/,2
1491,https://pypi.org/project/w3lib/,1
1492,https://pypi.org/project/watchdog/,1
1493,https://pypi.org/project/watchtower/,4
1494,https://pypi.org/project/websockets/,4
1495,https://pypi.org/project/xgboost/,5
1496,https://pypi.org/project/yamllint/,3
1497,https://pypi.org/project/youtube_dl/,53
1498,https://pypi.org/project/zc.lockfile/,1
1499,https://pypi.org/project/zope.interface/,1
1500,,404601
